College Code,College Name,District,Type,EIIN,Address
5219,BHALUKA GOVERNMENT COLLEGE,MYMENSINGH,Govt.,111354,Bhaluka
5220,BANGABANDU DEGREE COLLEGE,MYMENSINGH,Govt.,112185,"TARAKANDA, FULPUR,"
5221,ATHAROBARI COLLEGE,MYMENSINGH,Non Govt.,111822,ATHAROBARI
5222,TRISHAL MAHILA COLLEGE,MYMENSINGH,Non Govt.,112292,"TRISHAL BAZER, Trishal"
5223,HAZI KASHEM ALI MOHILA DEGREE COLLEGE,MYMENSINGH,Non Govt.,112000,MUKTAGACHA
5224,ALTAF GOLONDAJ MAHABIDDALAYA,MYMENSINGH,Non Govt.,111664,GAFARGAON
5225,SONAR BANGLA DEGREE COLLEGE,MYMENSINGH,Non Govt.,111353,"BATAJURE, BATAJURE BAZAAR"
5226,GABTOLI DEGREE COLLEGE,MYMENSINGH,Non Govt.,112001,"PARULITALA, GABTOLI"
5227,STATE INSTITUTE OF BUSINESS ADMINISTRATION AND COMPUTER SCIENCE (SIBACS),MYMENSINGH,Non Govt.,,"76, JAIL ROAD"
5228,"COLLEGE OF BUSINESS, SCIENCE & TECHNOLOGY (CBST)",MYMENSINGH,Non Govt.,,PONDIT PARA
5229,PHULPUR MOHILA DEGREE COLLEGE,MYMENSINGH,Non Govt.,112184,"GODARIA, PHULPUR"
5230,MOMENSHAHI LAW COLLEGE,MYMENSINGH,Non Govt.,,Gangina para more
5231,"TEACHERS' EDUCATION COMPLEX, MUKTAGACHA",MYMENSINGH,Non Govt.,133278,"Mukagasha, Mymensingh"
5232,GOVT. TEACHERS' TRAINING COLLEGE (MOHILA),MYMENSINGH,Govt.,133609,"Sadar, Mymensingh"
5233,GOVT. TEACHERS' TRAINING COLLEGE,MYMENSINGH,Govt.,133367,MYMENSINGH
5235,INSTITUTE OF LIBRARY AND INFORMATION SCIENCE,MYMENSINGH,Non Govt.,,MUKUL NIKETON HIGH SCHOOL CAMPUS
5236,SHILPACHARYA ZAINUL ABEDIN FINE ART INSTITUTE,MYMENSINGH,Non Govt.,133469,MASKANDA
5237,DHARA ADARSHA DEGREE COLLEGE,MYMENSINGH,Non Govt.,111770,KOYRAHATY DHARA
5238,GAFARGAON MOHILA COLLEGE,MYMENSINGH,Non Govt.,111662,GAFARGAON
5239,GOVT. PHYSICAL EDUCATION COLLEGE,MYMENSINGH,Govt.,,Sadar
5240,SHAHABUDDIN COLLEGE,MYMENSINGH,Non Govt.,111517,FULBARIA
5241,SHOMURTA JAHAN MAHILA COLLEGE,MYMENSINGH,Non Govt.,112069,"NANDAIL, MYMENSINGH."
5242,DHOBAURA MOHILA DEGREE COLLEGE,MYMENSINGH,Non Govt.,111387,"DHAIR PARA, DHOBAURA"
5243,FULBARIA MOHILA COLLEGE,MYMENSINGH,Non Govt.,111522,FULBARIA
5244,KHURRAM KHAN CHOWDHURY DEGREE COLLEGE,MYMENSINGH,Non Govt.,112068,"BALALABAD, MUZZAMPUR"
5245,CITY INSTITUTE,MYMENSINGH,Non Govt.,,"KANCHIJULY, SADAR"
5246,SHAMBHUGONJ GKP COLLEGE,MYMENSINGH,Non Govt.,,"SADAR, MYMENSINGH."
5247,BOWLA COLLEGE,MYMENSINGH,Non Govt.,112187,"Bowla, Fulpur"
5248,HAJI CHERAG ALI DEGREE COLLEGE,MYMENSINGH,Non Govt.,112294,"TRISHAL, MYMENSINGH"
5249,HALUAGHAT ADARSHA MOHILA COLLEGE,MYMENSINGH,Non Govt.,111769,Haluaghat
5250,SUPREME LAW COLLEGE,MYMENSINGH,Non Govt.,,"SADAR, MYMENSINGH"
5251,BHALUKA TRISHAL MAITRY COLLEGE,MYMENSINGH,Non Govt.,133786,Trishal
5252,KESHORGONJ DEGREE COLLEGE,MYMENSINGH,Non Govt.,111521,
5253,BRITISH BANGLA INSTITUTE OF MANAGEMENT & TECHNOLOGY,MYMENSINGH,Non Govt.,,23 Rambabu Road
5254,KAORAID GOYESPUR COLLEGE,MYMENSINGH,Non Govt.,111666,MYMENSINGH
5255,METROPOLITAN COLLEGE,MYMENSINGH,Non Govt.,,
5256,CHANDAPUR COLLEGE,MYMENSINGH,Non Govt.,112188,MYMENSINGH
5257,MUSHULI COLLEGE,MYMENSINGH,Non Govt.,138916,
5258,SHEIKH MUJIB COLLEGE,MYMENSINGH,Non Govt.,134244,"Tarakanda, Mymensingh"
4801,NETRAKONA GOVT. COLLEGE,NETROKONA,Govt.,113194,"SATPAI, NETRAKONA"
4802,HAFEZ ZIAUR RAHMAN COLLEGE,NETROKONA,Non Govt.,113251,SHYAMGONJ BAZAR
4803,SHAH SULTAN COLLEGE,NETROKONA,Non Govt.,113196,MADANPUR
4804,NETRAKONA GOVT. MAHILA COLLEGE,NETROKONA,Govt.,113192,MOKTER PARA
4805,KENDUA GOVERNMENT COLLEGE,NETROKONA,Govt.,113076,"KENDUA, NETRAKONA"
4807,GOVERNMENT KRISHNAPUR HAZI ALI AKBAR PUBLIC DEGREE COLLEGE,NETROKONA,Govt.,112989,"KHALIAJURI, NETRAKONA"
4808,TELIGATI GOVERNMENT COLLEGE,NETROKONA,Govt.,112911,"TELIGATI, ATPARA"
4809,PURBODHALA DEGREE COLLEGE,NETROKONA,Govt.,113250,PURBADHALA
4810,"SUSANG GOVT. COLLEGE, DURGAPUR",NETROKONA,Govt.,112975,SADHUPARA
4811,ABU ABBAS COLLEGE,NETROKONA,Non Govt.,113195,NETRAKONA
4812,MOHANGONJ GOVT. COLLEGE,NETROKONA,Govt.,113129,MOHANGONJ
4813,BARHATTA GOVT. COLLEGE,NETROKONA,Govt.,112938,BARHATTA
4814,KALMAKANDA GOVERNMENT COLLEGE,NETROKONA,Govt.,113025,KALMAKANDA
4815,RABEYA ALI MOHILA COLLEGE,NETROKONA,Non Govt.,113249,PURBADHALA
4816,NETROKONA LAW COLLEGE,NETROKONA,Non Govt.,133771,Puraton Court Road
4817,KHAN SHAHEB ABDUL AZIZ TEACHERS' TRAINING COLLEGE,NETROKONA,Non Govt.,,"Muktapara, Sadar"
4818,DURGAPUR MOHILA DEGREE COLLEGE,NETROKONA,Non Govt.,112974,"SUSANG, DURGAPUR"
4819,HAJI ABDUL AZIZ KHAN COLLEGE,NETROKONA,Govt.,113104,MADAN
4820,MOHANGONJ MOHILA COLLEGE,NETROKONA,Non Govt.,113130,MOHANGONJ
4821,CHANDRANATH COLLEGE,NETROKONA,Non Govt.,113193,NETROKONA SADAR
4822,FAQUIR ASHRAF COLLEGE,NETROKONA,Non Govt.,131946,NETROKONA
4823,NETROVISION INSTITUTE,NETROKONA,Non Govt.,,Netrokona Sadar
4824,JOBAIDA RAHMAN MOHILA COLLEGE,NETROKONA,Non Govt.,113105,MADAN
4825,ATPARA COLLEGE,NETROKONA,Non Govt.,112912,"Bruzer Bazaar Road, Atpara"
4826,GONDA DEGREE COLLEGE,NETROKONA,Non Govt.,113077,Kendua
5101,SHERPUR GOVT. COLLEGE,SHERPUR,Govt.,113915,RAJABARI
5102,GOVT. NAZMUL SMRITI COLLEGE,SHERPUR,Govt.,113826,"NALITABARI, SHERPUR"
5103,GOVT. HAZI JAL MAHMUD COLLEGE,SHERPUR,Govt.,113770,"NAKLA, SHERPUR."
5104,SHERPUR MAHILA COLLEGE,SHERPUR,Govt.,113914,SHERPUR SADAR
5105,SRIBORDI GOVT. COLLEGE,SHERPUR,Govt.,113973,"SRIBORDI, SHERPUR"
5106,CHOWDHURY SABRUNNESSA MAHILA COLLEGE,SHERPUR,Non Govt.,113769,KURSHABADAGOUR
5107,NALITABARI SHAHID ABDUR RASHID MOHILA COLLEGE,SHERPUR,Non Govt.,113827,NALITABARI PAURASHAVA
5108,GOVT. ADARSHA COLLEGE,SHERPUR,Govt.,113718,"Hatibandha, Malijhikanda"
5109,JAMSHED ALI MEMORIAL (DEGREE) COLLEGE,SHERPUR,Non Govt.,113919,KUSUMHATI
5110,CHANDRAKONA COLLEGE,SHERPUR,Non Govt.,113771,"BANDATEKI, CHANDRAKONA"
5111,JHENAIGATI MAHILA ADARSHA DEGREE COLLEGE,SHERPUR,Non Govt.,113717,JHENAIGATI
5112,DR. SEKANDER ALI COLLEGE,SHERPUR,Non Govt.,113916,"SHRPUR TOWN, SHERPUR"
5113,ALHAZ SHAFIUDDIN AHMED COLLEGE,SHERPUR,Non Govt.,113719,JHINAIGATI
5114,MODEL GIRLS COLLEGE,SHERPUR,Non Govt.,113918,SHERPUR
5115,BEER MUKTIJUDDHA ATIUR RAHMAN MODEL COLLEGE,SHERPUR,Non Govt.,131500,SHERPUR SADAR
5116,HALIMA AHSAN INSTITUTE,SHERPUR,Non Govt.,,Sreebordi
